id,codigo,codigo_alterno,marca,aplicacion,linea,familia,aux1,aux2,aux3,stock,precio,precio_iva,precio_22,precio_24,precio_almacen,ganancia1,precio_taller,ganancia2,date_created,date_updated
123,MD881TT,,Yes Quality,Ford Escape 07/Explorer 05-07/ Mercury (Post),Pastillas,Frenos,,Del ,,0,13.25,14.84,10.34,11.58,15.14,3.63,16.03,4.81,5/1/23,
124,D1047TT,,Yes Quality,Ford Escape 4 x 4 2007>2012,Pastillas,Frenos,,Del ,,0,14.78,16.55,11.53,12.91,16.88,4.05,17.88,5.36,5/1/23,
125,D1095,,Yes Quality,"Ford Escape, Mazda 3 15> Mazda 5 12>",Pastillas,Frenos,,Del ,,0,9.34,10.46,7.29,8.16,10.67,2.56,11.30,3.39,5/1/23,
126,D1158TT,,Yes Quality,"Ford Explorer , Sport Track 07-12 (Del)",Pastillas,Frenos,,Del ,,0,16.72,18.73,13.04,14.61,19.10,4.58,20.22,6.07,5/1/23,
127,MD249TT,,Yes Quality,"Ford Explorer, Ranger 87-94",Pastillas,Frenos,,Del ,,0,14.32,16.04,11.17,12.51,16.36,3.93,17.32,5.20,5/1/23,
128,D652C,,Yes Quality,"Ford Explorer, Ranger 95-99",Pastillas,Frenos,,Del ,,0,17.37,19.45,13.55,15.17,19.84,4.76,21.01,6.30,5/1/23,
129,MD652TT,,Yes Quality,"Ford Explorer, Ranger 95-99",Pastillas,Frenos,,Del ,,0,13.46,15.08,10.50,11.76,15.38,3.69,16.28,4.88,5/1/23,
130,D679,,Yes Quality,"Ford F100, F150 97-2000",Pastillas,Frenos,,Del ,,0,13.82,15.48,10.78,12.07,15.79,3.79,16.72,5.02,5/1/23,
131,D679TT,,Yes Quality,"Ford F100, F150 97-2000",Pastillas,Frenos,,,,0,14.92,16.71,11.64,13.03,17.04,4.09,18.05,5.41,5/1/23,
132,MD655TT,,Yes Quality,"Ford F250-F350, Econoline",Pastillas,Frenos,,Del ,,0,13.13,14.71,10.24,11.47,15.00,3.60,15.88,4.76,5/1/23,
133,D1604,,Yes Quality,Geely LC Cross 1.5 14/ Peugeot 107 1.0-1.4 05,Pastillas,Frenos,,Del ,,0,8.91,9.98,6.95,7.78,10.18,2.44,10.78,3.23,5/1/23,
134,23290,,Yes Quality,"Gran Tigger, Mitsubishi Montero 2.4 98",Pastillas,Frenos,,Del ,,0,10.45,11.70,8.15,9.13,11.94,2.87,12.64,3.79,5/1/23,
135,MD2264,,Yes Quality,Great Wall Byd,Pastillas,Frenos,,Del ,,0,9.52,10.66,7.43,8.32,10.88,2.61,11.52,3.45,5/1/23,
136,MD1U-1421TT,,Yes Quality,Great Wall Haval H2,Pastillas,Frenos,,Del ,,0,13.87,15.53,10.82,12.12,15.85,3.80,16.78,5.03,5/1/23,
137,MD1U-1422,,Yes Quality,Great Wall Haval H2 Post.,Pastillas,Frenos,,Del ,,0,8.74,9.79,6.82,7.64,9.98,2.40,10.57,3.17,5/1/23,
138,1U-0546TT,,Yes Quality,"Great Wall Haval H3-H5-H7, Camioneta 2.8",Pastillas,Frenos,,Del ,,0,14.34,16.06,11.19,12.53,16.38,3.93,17.35,5.20,5/1/23,
139,EM2974,,Yes Quality,"Great Wall Haval H3-H5-H7, Camioneta 2.8",Pastillas,Frenos,,Del ,,0,13.4,15.01,10.45,11.71,15.31,3.67,16.21,4.86,5/1/23,
140,D1089,,Yes Quality,Great Wall Haval H5 T / Honda CR-V 2.0-2.4 06-11,Pastillas,Frenos,,Del ,,0,11.97,13.41,9.34,10.46,13.67,3.28,14.48,4.34,5/1/23,
141,D1086,,Yes Quality,Great Wall Haval H6 Post.,Pastillas,Frenos,,Del ,,0,8.1,9.07,6.32,7.08,9.25,2.22,9.80,2.94,5/1/23,
142,MD914TT,,Yes Quality,Honda Accord 2003>,Pastillas,Frenos,,Del ,,0,13.3,14.90,10.37,11.62,15.19,3.65,16.09,4.83,5/1/23,
143,MD465TT,,Yes Quality,Honda Accord 93>99,Pastillas,Frenos,,Del ,,0,13.14,14.72,10.25,11.48,15.01,3.60,15.89,4.77,5/1/23,
144,MD537,,Yes Quality,Honda CRV 2003> (Post.),Pastillas,Frenos,,Del ,,0,8.11,9.08,6.33,7.08,9.26,2.22,9.81,2.94,5/1/23,
145,D1202,,Yes Quality,Hyundai /Kia Sta Fe/ Sore. R/ Terra. 2.7-2.5 07/,Pastillas,Frenos,,Del ,,0,17.28,19.35,13.48,15.10,19.74,4.74,20.90,6.27,5/1/23,
146,D1157,,Yes Quality,"Hyundai Accent 12>,Tucson Ix 09-10,Xcite, Post",Pastillas,Frenos,,Del ,,0,7.51,8.41,5.86,6.56,8.58,2.06,9.08,2.73,5/1/23,
147,D1593TT,,Yes Quality,"Hyundai Accent 12>Kia Rio R12>Spor. GT >Cret,",Pastillas,Frenos,,Del ,,0,14.52,16.26,11.33,12.68,16.59,3.98,17.56,5.27,5/1/23,
148,D1593,,Yes Quality,"Hyundai Accent -Kia Rio,Sportage 12>",Pastillas,Frenos,,Del ,,0,12.16,13.62,9.48,10.62,13.89,3.33,14.71,4.41,5/1/23,
149,MD1148,,Yes Quality,Hyundai Atos >2002,Pastillas,Frenos,,Del ,,0,7.45,8.34,5.81,6.51,8.51,2.04,9.01,2.70,5/1/23,
150,MD1142,,Yes Quality,Hyundai Atos Prime 2002> Del.,Pastillas,Frenos,,Del ,,0,8.14,9.12,6.35,7.11,9.30,2.23,9.85,2.95,5/1/23,
151,D1828,,Yes Quality,"Hyundai Creta,Kia Niro",Pastillas,Frenos,,Del ,,0,11.58,12.97,9.03,10.12,13.23,3.17,14.01,4.20,5/1/23,
152,MD1543,,Yes Quality,Hyundai Elantra 2012,Pastillas,Frenos,,Del ,,0,12.33,13.81,9.62,10.77,14.09,3.38,14.91,4.47,5/1/23,
153,MD497,,Yes Quality,"Hyundai Excel 92-94,Accent,Verna,Getz,Stellar,Scoup",Pastillas,Frenos,,Del ,,0,9.48,10.62,7.39,8.28,10.83,2.60,11.47,3.44,5/1/23,
154,MKD8515,,Yes Quality,"Hyundai H1 07-10 ,Kia Gran Carnival 2010> Post",Pastillas,Frenos,,Post,,0,8.94,10.01,6.97,7.81,10.21,2.45,10.81,3.24,5/1/23,
155,MKD8515C,,Yes Quality,"Hyundai H1 07-10 ,Kia Gran Carnival 2010> Post",Pastillas,Frenos,,Post,,0,9.99,11.19,7.79,8.73,11.41,2.74,12.08,3.63,5/1/23,
156,MKD8515TT,,Yes Quality,"Hyundai H1 07-10 ,Kia Gran Carnival 2010> Post",Pastillas,Frenos,,Del ,,0,13.46,15.08,10.50,11.76,15.38,3.69,16.28,4.88,5/1/23,
157,MD1566TT,,Yes Quality,"Hyundai H1 TQ >2008 ,Kia Carnival III >2007",Pastillas,Frenos,,Del ,,0,16.01,17.93,12.49,13.99,18.29,4.39,19.37,5.81,5/1/23,
158,D1137,,Yes Quality,"Hyundai H100 94>, H100 Camion 94>, GasDie",Pastillas,Frenos,,Del ,,0,11.81,13.23,9.21,10.32,13.49,3.24,14.29,4.29,5/1/23,
159,MD1137TT,,Yes Quality,"Hyundai H100 94>, H100 Camion 94>, GasDie",Pastillas,Frenos,,,,0,13.46,15.08,10.50,11.76,15.38,3.69,16.28,4.88,5/1/23,
160,D1202TT,,Yes Quality,"Hyundai Santa Fe 2.7 >07,Sorento R 2.5,Terracan 07",Pastillas,Frenos,,Del ,,0,18.25,20.44,14.24,15.94,20.85,5.00,22.08,6.62,5/1/23,
161,MD1439,,Yes Quality,Hyundai Santa Fe 2009> (Post),Pastillas,Frenos,,Post,,0,8.88,9.95,6.93,7.76,10.14,2.43,10.74,3.22,5/1/23,
162,D1444,,Yes Quality,Hyundai Sonata 2015>,Pastillas,Frenos,,Del ,,0,10.09,11.30,7.87,8.81,11.53,2.77,12.20,3.66,5/1/23,
163,MD1125,,Yes Quality,Hyundai Sonata Moderno,Pastillas,Frenos,,Del ,,0,13.54,15.16,10.56,11.83,15.47,3.71,16.38,4.91,5/1/23,
164,D864TT,,Yes Quality,"Hyundai Sta Fe 4x2 01>06,H1 06,Terr Del,Zotie T600",Pastillas,Frenos,,Del ,,0,13.46,15.08,10.50,11.76,15.38,3.69,16.28,4.88,5/1/23,
165,D955,,Yes Quality,Hyundai Starex  H1 2004-2007,Pastillas,Frenos,,Del ,,0,11.76,13.17,9.17,10.27,13.43,3.22,14.22,4.27,5/1/23,
166,FDB1498,,Yes Quality,Hyundai Starex H1  97-2003 Gas/Dies,Pastillas,Frenos,,Del ,,0,11.96,13.40,9.33,10.45,13.66,3.28,14.47,4.34,5/1/23,
167,WVA24059,,Yes Quality,"Hyundai Terracan 2.5 Diesel , 3.5 Gas 00>",Pastillas,Frenos,,Del ,,0,12.34,13.82,9.63,10.78,14.10,3.38,14.93,4.48,5/1/23,
168,WVA24059C,,Yes Quality,"Hyundai Terracan 2.5 Diesel , 3.5 Gas 00>",Pastillas,Frenos,,Del ,,0,13.88,15.55,10.83,12.13,15.86,3.81,16.79,5.04,5/1/23,
169,MD1302,,Yes Quality,"Hyundai TQ 08>,Veracruz 08>,Kia Carnival II >07",Pastillas,Frenos,,Post,,0,8.94,10.01,6.97,7.81,10.21,2.45,10.81,3.24,5/1/23,
170,D924,,Yes Quality,"Hyundai Tucson 03> ,Kia Sportage Act. 2.0 05>, Soul",Pastillas,Frenos,,Del ,,0,13.06,14.63,10.19,11.41,14.92,3.58,15.80,4.74,5/1/23,
171,D924TT,,Yes Quality,"Hyundai Tucson 03> ,Kia Sportage Act. 2.0 05>, Soul",Pastillas,Frenos,,Del ,,0,13.73,15.38,10.71,11.99,15.69,3.76,16.61,4.98,5/1/23,
172,D1847,,Yes Quality,"Hyundai Tucson 2016>,Kia Rio GT",Pastillas,Frenos,,Del ,,0,12.13,13.59,9.46,10.60,13.86,3.33,14.67,4.40,5/1/23,
173,D1847TT,,Yes Quality,"Hyundai Tucson 2016>,Kia Rio GT",Pastillas,Frenos,,Del ,,0,14.33,16.05,11.18,12.52,16.37,3.93,17.33,5.20,5/1/23,
174,D1447,,Yes Quality,"Hyundai Tucson IX  4X2 09>,Sportage R10>,Tiburon",Pastillas,Frenos,,Del ,,0,12.39,13.88,9.66,10.82,14.15,3.40,14.99,4.50,5/1/23,
175,WVA23966,,Yes Quality,"Hyundai Tucson IX 4x2,Kia Caren II>03 Cerato Forte 10",Pastillas,Frenos,,Del ,,0,11.67,13.07,9.10,10.19,13.33,3.20,14.12,4.23,5/1/23,
176,D1295,,Yes Quality,"Hyundai Tucson IX 4x4, Sportage R 4x4,Kia Carens",Pastillas,Frenos,,Del ,,0,11.98,13.42,9.34,10.47,13.69,3.28,14.49,4.35,5/1/23,
177,D1301TT,,Yes Quality,"Hyundai Veracruz 2.7 L, V6 (Del)",Pastillas,Frenos,,Del ,,0,16.58,18.57,12.93,14.48,18.94,4.55,20.06,6.02,5/1/23,
178,GDB1080TT,,Yes Quality,Jac Buseta,Pastillas,Frenos,,Del ,,0,13.62,15.25,10.62,11.90,15.56,3.73,16.47,4.94,5/1/23,
179,D889,,Yes Quality,Kia Carens I,Pastillas,Frenos,,Del ,,0,9.68,10.84,7.55,8.46,11.06,2.65,11.71,3.51,5/1/23,
180,D23485TT,,Yes Quality,Kia Carnival 2.9L Diesel,Pastillas,Frenos,,Del ,,0,15.6,17.47,12.17,13.63,17.82,4.28,18.87,5.66,5/1/23,
181,MD1U-1677TT,,Yes Quality,Kia Carnival 2016>,Pastillas,Frenos,,Del ,,0,16.21,18.16,12.64,14.16,18.52,4.44,19.61,5.88,5/1/23,
182,SP1191TT,,Yes Quality,Kia Gran Carnival 2012>,Pastillas,Frenos,,Del ,,0,15.19,17.01,11.85,13.27,17.35,4.16,18.37,5.51,5/1/23,
183,MD8349TT,,Yes Quality,Kia K-3000,Pastillas,Frenos,,Del ,,0,14.78,16.55,11.53,12.91,16.88,4.05,17.88,5.36,5/1/23,
184,3062BPR,,Yes Quality,Kia Pica. R Xline R-14,Pastillas,Frenos,,,,0,11.09,12.42,8.65,9.69,12.67,3.04,13.41,4.02,5/1/23,
185,3610BPR,,Yes Quality,Kia Pica. R Xline R-14,Pastillas,Frenos,,,,0,10.46,11.72,8.16,9.14,11.95,2.87,12.65,3.80,5/1/23,
186,3565BPR,,Yes Quality,Kia Picanto R/ R X-Line 11>,Pastillas,Frenos,,Del ,,0,10.46,11.72,8.16,9.14,11.95,2.87,12.65,3.80,5/1/23,
187,SP1405,,Yes Quality,Kia Picanto R/ R X-Line 11>,Pastillas,Frenos,,Del ,,0,9.08,10.17,7.08,7.93,10.37,2.49,10.98,3.29,5/1/23,
188,MD8342,,Yes Quality,"Kia Picanto, i10",Pastillas,Frenos,,Del ,,0,8.86,9.92,6.91,7.74,10.12,2.43,10.72,3.22,5/1/23,
189,FDB1595C,,Yes Quality,"Kia Pregio , Carnival ( 2000 > 2004 )",Pastillas,Frenos,,Del ,,0,13.97,15.65,10.90,12.20,15.96,3.83,16.90,5.07,5/1/23,
190,MD1515,,Yes Quality,Kia Rio II Stylus 2003>,Pastillas,Frenos,,Del ,,0,10.9,12.21,8.50,9.52,12.45,2.99,13.18,3.96,5/1/23,
191,MD1156,,Yes Quality,"Kia Rio Xcite 06-11, Hyu Accent Verna 06-11",Pastillas,Frenos,,Del ,,0,10.85,12.15,8.46,9.48,12.40,2.97,13.12,3.94,5/1/23,
192,D1296,,Yes Quality,"Kia Rondo 2010>,Kia Carens III, Gran Carn.",Pastillas,Frenos,,Del ,,0,8.23,9.22,6.42,7.19,9.40,2.26,9.96,2.99,5/1/23,
193,MKD8374TT,,Yes Quality,Kia Sorento 2003>(Del),Pastillas,Frenos,,Del ,,0,15.19,17.01,11.85,13.27,17.35,4.16,18.37,5.51,5/1/23,
194,MKD8375,,Yes Quality,Kia Sorento 2003>(Pos),Pastillas,Frenos,,Del ,,0,8.84,9.90,6.90,7.72,10.10,2.42,10.69,3.21,5/1/23,
195,WVA24092C,,Yes Quality,Kia Sorento USA,Pastillas,Frenos,,Del ,,0,17.92,20.07,13.98,15.65,20.47,4.91,21.68,6.50,5/1/23,
196,MKD8060,,Yes Quality,"Lada 110/112, Samara 92/94",Pastillas,Frenos,,Del ,,0,8.16,9.14,6.36,7.13,9.32,2.24,9.87,2.96,5/1/23,
197,GDB140,,Yes Quality,Lada 2104 2105  92>,Pastillas,Frenos,,Del ,,0,7.98,8.94,6.22,6.97,9.12,2.19,9.65,2.90,5/1/23,
198,MD456,,Yes Quality,Lifan 320,Pastillas,Frenos,,Del ,,0,8.66,9.70,6.75,7.57,9.89,2.37,10.48,3.14,5/1/23,
199,D292,,Yes Quality,Lifan Auto,Pastillas,Frenos,,Del ,,0,8.92,9.99,6.96,7.79,10.19,2.45,10.79,3.24,5/1/23,
200,WVA25067,,Yes Quality,Mahindra 2.5 Diesel/Cami. Tata 4X4 2016,Pastillas,Frenos,,Del ,,0,13.51,15.13,10.54,11.80,15.43,3.70,16.34,4.90,5/1/23,
201,WVA25067TT,,Yes Quality,Mahindra 2.5 Diesel/Cami. Tata 4X4 2016,Pastillas,Frenos,,Del ,,0,13.64,15.28,10.64,11.92,15.58,3.74,16.50,4.95,5/1/23,
202,ZWD621,,Yes Quality,Mazda  BT 50 4*4 Action 2.6L 2005,Pastillas,Frenos,,Del ,,0,13.04,14.60,10.17,11.39,14.90,3.58,15.77,4.73,5/1/23,
203,MKD3113,,Yes Quality,Mazda 2.5-2.6L96-98/ BT-50 2.2-2.5-2.6-3.0 06-11,Pastillas,Frenos,,Del ,,0,11.65,13.05,9.09,10.18,13.31,3.19,14.09,4.23,5/1/23,
204,D1679,,Yes Quality,Mazda 3 2016,Pastillas,Frenos,,Del ,,0,7.98,8.94,6.22,6.97,9.12,2.19,9.65,2.90,5/1/23,
205,D1759TT,,Yes Quality,Mazda 3 2016>,Pastillas,Frenos,,Del ,,0,14.61,16.36,11.40,12.76,16.69,4.01,17.67,5.30,5/1/23,
206,D1044TT,,Yes Quality,Mazda 3 5 06 ; Ford Escape 4X2  >13,Pastillas,Frenos,,Del ,,0,14.36,16.08,11.20,12.54,16.40,3.94,17.37,5.21,5/1/23,
207,D1044,,Yes Quality,"Mazda 3 5 2006, Ford Escape 4X2  >2013",Pastillas,Frenos,,Del ,,0,12.77,14.30,9.96,11.16,14.59,3.50,15.45,4.63,5/1/23,
208,D466,,Yes Quality,Mazda 323,Pastillas,Frenos,,Del ,,0,8.26,9.25,6.44,7.22,9.44,2.26,9.99,3.00,5/1/23,
209,MD755,,Yes Quality,Mazda 6 / 626 / 3   -02,Pastillas,Frenos,,Del ,,0,11.25,12.60,8.78,9.83,12.85,3.08,13.61,4.08,5/1/23,
210,MD798,,Yes Quality,Mazda Allegro 2002>,Pastillas,Frenos,,Del ,,0,9.56,10.71,7.46,8.35,10.92,2.62,11.56,3.47,5/1/23,
211,MD320,,Yes Quality,Mazda B2000 B2200 B2600 Carburador Ford Courier,Pastillas,Frenos,,Del ,,0,10.43,11.68,8.14,9.11,11.92,2.86,12.62,3.78,5/1/23,
212,MD643,,Yes Quality,Mazda B2600 Inyeccion 96 > 2001,Pastillas,Frenos,,Del ,,0,12.51,14.01,9.76,10.93,14.29,3.43,15.13,4.54,5/1/23,
213,ZWD621TT,,Yes Quality,"Mazda BT 50 4*4 Action , 2.6L 2006",Pastillas,Frenos,,Del ,,0,14.52,16.26,11.33,12.68,16.59,3.98,17.56,5.27,5/1/23,
214,D1676TT,,Yes Quality,Mazda BT-50 2016/ Ford Ranger 2.3L 2013>,Pastillas,Frenos,,Del ,,0,15.6,17.47,12.17,13.63,17.82,4.28,18.87,5.66,5/1/23,
215,GDB3238,,Yes Quality,"Mazda BT50 4x2 , B 2.2L B 2.6 Con Elevacion",Pastillas,Frenos,,Del ,,0,13.28,14.87,10.36,11.60,15.17,3.64,16.06,4.82,5/1/23,
216,GDB3238TT,,Yes Quality,"Mazda BT50 4x2 , B 2.2L B 2.6 Con Elevacion",Pastillas,Frenos,,Del ,,0,14.52,16.26,11.33,12.68,16.59,3.98,17.56,5.27,5/1/23,
217,D1623TT,,Yes Quality,Mazda CX5 2.0L-2.2L-2.5L 11-17 (Del),Pastillas,Frenos,,Del ,,0,13.46,15.08,10.50,11.76,15.38,3.69,16.28,4.88,5/1/23,
218,D1258TT,,Yes Quality,Mazda CX7/Ford Edge 3.5L 2013 (Del.),Pastillas,Frenos,,Del ,,0,15.6,17.47,12.17,13.63,17.82,4.28,18.87,5.66,5/1/23,
219,D949TT,,Yes Quality,Mercedes Sprinter 313 2012>,Pastillas,Frenos,,Del ,,0,13.55,15.18,10.57,11.84,15.48,3.72,16.39,4.92,5/1/23,
220,D1229TT,,Yes Quality,Mercedes Sprinter 313 2012> (Post),Pastillas,Frenos,,Post,,0,12.32,13.80,9.61,10.76,14.07,3.38,14.90,4.47,5/1/23,
221,MD349,,Yes Quality,"Mitsubishi L200 87-95 , Montero 2.6L 88-91",Pastillas,Frenos,,Del ,,0,10.89,12.20,8.49,9.51,12.44,2.99,13.17,3.95,5/1/23,
222,D1519TT,,Yes Quality,Mitsubishi L200 Sportero,Pastillas,Frenos,,Del ,,0,15.19,17.01,11.85,13.27,17.35,4.16,18.37,5.51,5/1/23,
223,D904,,Yes Quality,Mitsubishi Lancer 2005>,Pastillas,Frenos,,Del ,,0,9.84,11.02,7.68,8.60,11.24,2.70,11.90,3.57,5/1/23,
224,D383,,Yes Quality,Mitsubishi Montero  92>2000,Pastillas,Frenos,,Del ,,0,8.19,9.17,6.39,7.15,9.36,2.25,9.91,2.97,5/1/23,
225,D530,,Yes Quality,Mitsubishi Montero  92-00 Montero Sport 97-04 GT 3000,Pastillas,Frenos,,Del ,,0,11.72,13.13,9.14,10.24,13.39,3.21,14.18,4.25,5/1/23,
226,D867,,Yes Quality,"Mitsubishi Montero 3.5L, Sport 2.8L",Pastillas,Frenos,,Del ,,0,9.29,10.40,7.25,8.12,10.61,2.55,11.24,3.37,5/1/23,
227,D868,,Yes Quality,"Mitsubishi Montero 3.5L, Sport 2.8L (Post)",Pastillas,Frenos,,Del ,,0,9.56,10.71,7.46,8.35,10.92,2.62,11.56,3.47,5/1/23,
228,MD136,,Yes Quality,Mitsubishi Montero 82-86,Pastillas,Frenos,,Del ,,0,10.28,11.51,8.02,8.98,11.74,2.82,12.43,3.73,5/1/23,
229,D328,,Yes Quality,Mitsubishi Montero 87>90,Pastillas,Frenos,,Del ,,0,9.17,10.27,7.15,8.01,10.48,2.51,11.09,3.33,5/1/23,
230,D866TT,,Yes Quality,Mitsubishi Outlander Lancer Evolution 08 ASX 2.0L,Pastillas,Frenos,,Del ,,0,13.79,15.44,10.76,12.05,15.75,3.78,16.68,5.00,5/1/23,
231,D866,,Yes Quality,Mitsubishi Outlander Lancer Evolution 08 ASX 2.0L,Pastillas,Frenos,,Del ,,0,11.44,12.81,8.92,9.99,13.07,3.14,13.84,4.15,5/1/23,
232,D646,,Yes Quality,Nissan Camioneta U41 2007>2008,Pastillas,Frenos,,Del ,,0,15.09,16.90,11.77,13.18,17.24,4.14,18.25,5.48,5/1/23,
233,MD161,,Yes Quality,Nissan Datsun -todas-,Pastillas,Frenos,,Del ,,0,7.85,8.79,6.12,6.86,8.97,2.15,9.50,2.85,5/1/23,
234,D1101,,Yes Quality,"Nissan Frontier 4.0,Path 2.5-3.0 06-12,Zotie",Pastillas,Frenos,,Del ,,0,8.07,9.04,6.29,7.05,9.22,2.21,9.76,2.93,5/1/23,
235,MD265,,Yes Quality,Nissan Junior 2.4 Vanette 93 Urvan 83-87,Pastillas,Frenos,,Del ,,0,8.28,9.27,6.46,7.23,9.46,2.27,10.02,3.00,5/1/23,
236,MD1U-1840,,Yes Quality,Nissan Kicks 2017 (Del),Pastillas,Frenos,,Del ,,0,12.5,14.00,9.75,10.92,14.28,3.43,15.12,4.54,5/1/23,
237,MD1U-1840TT,,Yes Quality,Nissan Kicks 2017 (Del),Pastillas,Frenos,,Del ,,0,13.95,15.62,10.88,12.19,15.94,3.82,16.87,5.06,5/1/23,
238,D969TT,,Yes Quality,Nissan Murano,Pastillas,Frenos,,Del ,,0,13.55,15.18,10.57,11.84,15.48,3.72,16.39,4.92,5/1/23,
239,D333,,Yes Quality,Nissan Pathfinder 87-95 Frontier >2005 Urvan,Pastillas,Frenos,,Del ,,0,12.55,14.06,9.79,10.96,14.34,3.44,15.18,4.55,5/1/23,
240,D333TT,,Yes Quality,Nissan Pathfinder 87-95 Frontier >2005 Urvan,Pastillas,Frenos,,Del ,,0,13.95,15.62,10.88,12.19,15.94,3.82,16.87,5.06,5/1/23,
241,D697,,Yes Quality,Nissan Pathfinder 96/99,Pastillas,Frenos,,Del ,,0,12.61,14.12,9.84,11.02,14.41,3.46,15.25,4.58,5/1/23,
242,MD510,,Yes Quality,Nissan Sentra B13,Pastillas,Frenos,,Del ,,0,9.54,10.68,7.44,8.33,10.90,2.62,11.54,3.46,5/1/23,
243,D668,,Yes Quality,Nissan Sentra B14 1.6 96-00/Almera/ Change Spla.,Pastillas,Frenos,,Del ,,0,9.15,10.25,7.14,7.99,10.45,2.51,11.07,3.32,5/1/23,
244,D430TT,,Yes Quality,Nissan Sentra Se 2.0 Sport,Pastillas,Frenos,,,,0,14.37,16.09,11.21,12.55,16.42,3.94,17.38,5.21,5/1/23,
245,MD1345,,Yes Quality,Nissan Tiida,Pastillas,Frenos,,Del ,,0,10.72,12.01,8.36,9.36,12.25,2.94,12.97,3.89,5/1/23,
246,D1191,,Yes Quality,Nissan Urvan 08,Pastillas,Frenos,,Del ,,0,14.42,16.15,11.25,12.60,16.47,3.95,17.44,5.23,5/1/23,
247,D1592,,Yes Quality,Nissan Versa,Pastillas,Frenos,,Del ,,0,10.82,12.12,8.44,9.45,12.36,2.97,13.09,3.93,5/1/23,
248,D1338,,Yes Quality,"Nissan X-Trail 2009 >, Nissan Quasqhai >2014",Pastillas,Frenos,,Del ,,0,11.7,13.10,9.13,10.22,13.37,3.21,14.15,4.25,5/1/23,
249,D401,,Yes Quality,"Nissan X-Trail 96-05, Pathfinder (Post.)",Pastillas,Frenos,,Del ,,0,8.7,9.74,6.79,7.60,9.94,2.39,10.52,3.16,5/1/23,
250,MD830,,Yes Quality,"Nissan X-Trail, Front. NP300, Pathf. 97-13 (Del)",Pastillas,Frenos,,Del ,,0,12.81,14.35,9.99,11.19,14.63,3.51,15.49,4.65,5/1/23,
251,MD905,,Yes Quality,Nissan X-trail-Qas.15/Chevrolet Gra/Vit/Sz 07-18 Post,Pastillas,Frenos,,Post,,0,8.8,9.86,6.86,7.69,10.05,2.41,10.64,3.19,5/1/23,
252,D454,,Yes Quality,Peugeot 306 / 405,Pastillas,Frenos,,Del ,,0,9.25,10.36,7.22,8.08,10.57,2.54,11.19,3.36,5/1/23,
253,D1221,,Yes Quality,Peugeot 306/207,Pastillas,Frenos,,Del ,,0,11.94,13.37,9.31,10.43,13.64,3.27,14.44,4.33,5/1/23,
254,WVA24510C,,Yes Quality,"Peugeot 307,  2002 Del.",Pastillas,Frenos,,Del ,,0,13.98,15.66,10.90,12.21,15.97,3.83,16.91,5.07,5/1/23,
255,23600,,Yes Quality,Peugeot 307/202,Pastillas,Frenos,,Del ,,0,10.7,11.98,8.35,9.35,12.22,2.93,12.94,3.88,5/1/23,
256,MD1435,,Yes Quality,Renault Duster 1.6,Pastillas,Frenos,,Del ,,0,9.99,11.19,7.79,8.73,11.41,2.74,12.08,3.63,5/1/23,
257,MD1830,,Yes Quality,Renault Logan New (Pata Ancha),Pastillas,Frenos,,Del ,,0,10.86,12.16,8.47,9.49,12.41,2.98,13.14,3.94,5/1/23,
258,3582YQSH,,Yes Quality,Renault Logan New (Pata Delgada),Pastillas,Frenos,,Del ,,0,11.41,12.78,8.90,9.97,13.03,3.13,13.80,4.14,5/1/23,
259,D1830-9061,,Yes Quality,Renault Logan New (Pata Delgada),Pastillas,Frenos,,Del ,,0,10.78,12.07,8.41,9.42,12.32,2.96,13.04,3.91,5/1/23,
260,MD1146,,Yes Quality,"Renault Logan, Megane, Symbol, Lifan S20/ Sandero",Pastillas,Frenos,,Del ,,0,9.42,10.55,7.35,8.23,10.76,2.58,11.39,3.42,5/1/23,
261,MD371,,Yes Quality,Renault Twingo - Megane 1.4L,Pastillas,Frenos,,Del ,,0,8.12,9.09,6.33,7.09,9.28,2.23,9.82,2.95,5/1/23,
262,E499,,Yes Quality,Saic Wulling Mini Van,Pastillas,Frenos,,Del ,,0,8.19,9.17,6.39,7.15,9.36,2.25,9.91,2.97,5/1/23,
263,FDB1419,,Yes Quality,Skoda Fabia 1.4 10<,Pastillas,Frenos,,Del ,,0,10.98,12.30,8.56,9.59,12.54,3.01,13.28,3.98,5/1/23,
264,MD1U-1839,,Yes Quality,Soueast DX3 1.5 2018> Del.,Pastillas,Frenos,,Del ,,0,11.25,12.60,8.78,9.83,12.85,3.08,13.61,4.08,5/1/23,
265,MD1U-1839TT,,Yes Quality,Soueast DX3 1.5 2018> Del.,Pastillas,Frenos,,Del ,,0,13.54,15.16,10.56,11.83,15.47,3.71,16.38,4.91,5/1/23,
266,MD1572,,Yes Quality,Toyota  Corolla 2009< ( Post ),Pastillas,Frenos,,Del ,,0,8.46,9.48,6.60,7.39,9.66,2.32,10.23,3.07,5/1/23,
267,MD1215,,Yes Quality,Toyota Cor. 1.6-1.8L 04/ Cherry Tigo 2.4L,Pastillas,Frenos,,Del ,,0,10.33,11.57,8.06,9.02,11.80,2.83,12.50,3.75,5/1/23,
268,D1216,,Yes Quality,"Toyota Corolla  1.6L , 1.8L 2004 (Post.)",Pastillas,Frenos,,Del ,,0,6.93,7.76,5.41,6.05,7.92,1.90,8.38,2.51,5/1/23,
