id,codigo,codigo_alterno,marca,aplicacion,linea,familia,aux1,aux2,aux3,stock,precio,precio_iva,precio_22,precio_24,precio_almacen,ganancia1,precio_taller,ganancia2,date_created,date_updated
782,HDK - 019,,Valeo,"Hyundai Excel 1.5 , Accent 1.3 Reforzado",Kit ,Embragues,"184mm, 20d",,,0,72.16,80.82,56.28,63.04,82.44,19.78,87.28,26.19,5/1/23,
783,HD - 22,,Valeo,"Hyundai Excel 1.5, Accent 1.3 (Reforz.)",Discos,Embragues,"184mm, 20d",,,0,31.31,35.07,24.42,27.35,35.77,8.58,37.87,11.36,5/1/23,
784,HDC - 02,,Valeo,"Hyundai Excel 1.5, Accent 1.3 , Mits.1.2/1.6",Plato,Embragues,184mm,,,0,27.3,30.58,21.29,23.85,31.19,7.49,33.02,9.91,5/1/23,
785,MB - 01,,Valeo,"Hyundai Excel 1.5, Accent 1.3, Pony ,Mitsubishi Lancer",Discos,Embragues,"184mm, 20d",,,0,21.44,24.01,16.72,18.73,24.49,5.88,25.93,7.78,5/1/23,
786,HDK - 020B,,Valeo,Hyundai Excel/ Elantra,Kit ,Embragues,,,,0,74.52,83.46,58.13,65.10,85.13,20.43,90.14,27.04,5/1/23,
787,HDK - 174B,,Valeo,"Hyundai Getz , Gagre 1.61/16V/ 02-03",Kit ,Embragues,"215mm, 20d",,,0,102.48,114.78,79.93,89.53,117.07,28.10,123.96,37.19,5/1/23,
788,HDK - 108B,,Valeo,"Hyundai Getz-Elan. 1.5-1.6 05-09 (Die.), Kia Cer. 1.5.",Kit ,Embragues,"240mm, 20d",,,0,142.59,159.70,111.22,124.57,162.89,39.09,172.48,51.74,5/1/23,
789,HDK - 136B,,Valeo,Hyundai H1 Starex/ Hyundai H100 Camion (diesel),Kit ,Embragues,"240mm, 23d",,,0,128.86,144.32,100.51,112.57,147.21,35.33,155.87,46.76,5/1/23,
790,HD - 61,,Valeo,Hyundai H-1 Starex/ Kia Carnival 2.5 Gas,Discos,Embragues,"240mm, 23d",,,0,70.79,79.28,55.22,61.84,80.87,19.41,85.63,25.69,5/1/23,
791,HDK - 169B,,Valeo,Hyundai H1 TQ,Kit ,Embragues,"250mm, 23d",,,0,144.05,161.34,112.36,125.84,164.56,39.50,174.24,52.27,5/1/23,
792,HDC - 111,,Valeo,Hyundai H1 TQ,Plato,Embragues,250mm,,,0,73.42,82.23,57.27,64.14,83.88,20.13,88.81,26.64,5/1/23,
793,HD - 146,,Valeo,Hyundai H-1 TQ,Discos,Embragues,"250mm, 23d",,,0,61,68.32,47.58,53.29,69.69,16.72,73.79,22.14,5/1/23,
794,HDC - 09,,Valeo,Hyundai H-100 - Diesel/ Mitsubishi L200 4x4,Plato,Embragues,225mm,,,0,36.64,41.04,28.58,32.01,41.86,10.05,44.32,13.30,5/1/23,
795,HD - 08,,Valeo,Hyundai H-100 - Gas -reforzado-,Discos,Embragues,"225mm, 23d",,,0,54.54,61.08,42.54,47.65,62.31,14.95,65.97,19.79,5/1/23,
796,HD - 09,,Valeo,Hyundai H-100 - Gas -reforzado-,Discos,Embragues,,,,0,30.429,34.08,23.73,26.58,34.76,8.34,36.81,11.04,5/1/23,
797,HDC - 09KS,,Valeo,Hyundai H100 Diesel,Kit ,Embragues,"225mm, 23d",,,0,96.27,107.82,75.09,84.10,109.98,26.39,116.45,34.93,5/1/23,
798,HDK - 011B,,Valeo,Hyundai H100 Diesel,Kit ,Embragues,,,,0,109.28,122.39,85.24,95.47,124.84,29.96,132.19,39.66,5/1/23,
799,HDC - 32,,Valeo,Hyundai H100 Gas.,Plato,Embragues,225mm,,,0,42.75,47.88,33.35,37.35,48.84,11.72,51.71,15.51,5/1/23,
800,HDC - 41,,Valeo,Hyundai H100 Gas.,Plato,Embragues,,,,0,48.68,54.52,37.97,42.53,55.61,13.35,58.88,17.66,5/1/23,
801,HDK - 010B,,Valeo,"Hyundai H100 Gas. Reforzado , Galloper 2.4L",Kit ,Embragues,,,,0,104.6535,117.21,81.63,91.43,119.56,28.69,126.59,37.98,5/1/23,
802,MB - 15,,Valeo,"Hyundai H100 Gas/Diesel , Mitsubishi L200 4x4",Discos,Embragues,"225mm, 23d",,,0,32.16,36.02,25.08,28.09,36.74,8.82,38.90,11.67,5/1/23,
803,HDC - 32KS,,Valeo,Hyundai H100 Gasolina,Kit ,Embragues,"225mm, 23d",,,0,98.11,109.88,76.53,85.71,112.08,26.90,118.67,35.60,5/1/23,
804,HDC - 51,,Valeo,Hyundai H1Starex,Plato,Embragues,240mm,,,0,44.92,50.31,35.04,39.24,51.32,12.32,54.34,16.30,5/1/23,
805,HDC - 10,,Valeo,"Hyundai HD - 65 (11"")/Mitsubishi Canter 4D31T",Plato,Embragues,,,,0,59.22,66.33,46.19,51.73,67.65,16.24,71.63,21.49,5/1/23,
806,HD - 122,,Valeo,"Hyundai HD-270 ( 17"" )",Discos,Embragues,"430mm, 14d",,,0,263.64,295.28,205.64,230.32,301.18,72.28,318.90,95.67,5/1/23,
807,HDC - 83,,Valeo,"Hyundai HD-270 ( 17"" )",Plato,Embragues,430mm,,,0,386.05,432.38,301.12,337.25,441.02,105.85,466.97,140.09,5/1/23,
808,HDC - 57,,Valeo,"Hyundai HD72 ( 12""),  Mitsubishi Canter 4D34",Plato,Embragues,300mm,,,0,98.73,110.58,77.01,86.25,112.79,27.07,119.42,35.83,5/1/23,
809,MB - 61,,Valeo,"Hyundai HD72/78 (12"") / Mitsubishi Canter 4D34",Discos,Embragues,"300mm, 14d",,,0,85.08,95.29,66.36,74.33,97.20,23.33,102.91,30.87,5/1/23,
810,HDK - 180B,,Valeo,Hyundai i10 1.2/ Kia Picanto 16V 17<,Kit ,Embragues,"190mm, 24d",,,0,102,114.24,79.56,89.11,116.52,27.97,123.38,37.01,5/1/23,
811,HDK - 243B,,Valeo,Hyundai i10 1.2/ Kia Picanto 16V 17< (D-Ref),Kit ,Embragues,"190mm, 24d",,,0,112.33,125.81,87.62,98.13,128.33,30.80,135.87,40.76,5/1/23,
812,HDC - 118,,Valeo,"Hyundai i10, Picanto i10 1.2",Plato,Embragues,200mm,,,0,35.5215,39.78,27.71,31.03,40.58,9.74,42.97,12.89,5/1/23,
813,HD - 155,,Valeo,"Hyundai i10, Picanto ION 1.2",Discos,Embragues,"190mm, 24d",,,0,58.24,65.23,45.43,50.88,66.53,15.97,70.45,21.13,5/1/23,
814,HDK - 179B,,Valeo,Hyundai I30 1.6/ Kia Soul 1.6,Kit ,Embragues,"240mm, 20d",,,0,161.27,180.62,125.79,140.89,184.23,44.22,195.07,58.52,5/1/23,
815,HDC - 67,,Valeo,Hyundai Matix Lavita FC 1.5,Plato,Embragues,,,,0,42.01,47.05,32.77,36.70,47.99,11.52,50.82,15.24,5/1/23,
816,HDK - 037B,,Valeo,"Hyundai Matrix 1,8 , Elantra Avante",Kit ,Embragues,"215mm, 20d",,,0,110.12,123.33,85.89,96.20,125.80,30.19,133.20,39.96,5/1/23,
817,HDK - 076B,,Valeo,Hyundai Matrix 1800,Kit ,Embragues,,,,0,55.14,61.76,43.01,48.17,62.99,15.12,66.70,20.01,5/1/23,
818,HDC - 11,,Valeo,Hyundai Migthy/Chourus/Count,Plato,Embragues,275mm,,,0,63.36,70.96,49.42,55.35,72.38,17.37,76.64,22.99,5/1/23,
819,CN - 163,,Valeo,Hyundai Santa Fe / Kia Care. 04/ Baic Senova X55,Discos,Embragues,,,,0,43.17,48.35,33.67,37.71,49.32,11.84,52.22,15.67,5/1/23,
820,HD - 77,,Valeo,Hyundai Santa Fe / Kia Care. 04/ Baic Senova X55,Discos,Embragues,"225mm, 20d",,,0,58.8735,65.94,45.92,51.43,67.26,16.14,71.21,21.36,5/1/23,
821,HDK - 087B,,Valeo,"Hyundai Santa Fe 2,4 /Kia Carens 04 (E-A)",Kit ,Embragues,"225mm, 20d",,,0,130.56,146.23,101.84,114.06,149.15,35.80,157.93,47.38,5/1/23,
822,HDK - 107B,,Valeo,"Hyundai Santa Fe 2,4 /Kia Carens 04 (E-A) (Ref)",Kit ,Embragues,,,,0,105.672,118.35,82.42,92.32,120.72,28.97,127.82,38.35,5/1/23,
823,HDK - 070B,,Valeo,"Hyundai Santa Fe 2,4/ 2,7 DOHC (E-B)",Kit ,Embragues,"225mm, 20d",,,0,141.01,157.93,109.99,123.19,161.09,38.66,170.57,51.17,5/1/23,
824,HDK - 094B,,Valeo,"Hyundai Santa Fe 2,7 00-05 (E-A) (D-SR)",Kit ,Embragues,"225mm, 20d",,,0,132.26,148.13,103.16,115.54,151.09,36.26,159.98,47.99,5/1/23,
825,HDK - 221B,,Valeo,Hyundai Santa Fe 2.2 (Diesel),Kit ,Embragues,,,,0,269.81,302.19,210.45,235.71,308.23,73.98,326.36,97.91,5/1/23,
826,HDK - 226B,,Valeo,Hyundai Santa Fe 2.2 Diesel,Kit ,Embragues,,,,0,346.479,388.06,270.25,302.68,395.82,95.00,419.10,125.73,5/1/23,
827,HD - 108,,Valeo,Hyundai Santa Fe 2.4,Discos,Embragues,"225mm, 20d",,,0,46.221,51.77,36.05,40.38,52.80,12.67,55.91,16.77,5/1/23,
828,HDDK - 005,,Valeo,"Hyundai Santa Fe 2.4, Sonata 2.4",Kit ,Embragues,,,,0,550.57,616.64,429.44,480.98,628.97,150.95,665.97,199.79,5/1/23,
829,HDFW - 06,,Valeo,"Hyundai Santa Fe 2.4, Sonata 2.4",Volante,Embragues,,,,0,293.87,329.13,229.22,256.72,335.72,80.57,355.47,106.64,5/1/23,
830,HDC - 130,,Valeo,Hyundai Santa Fe 2.4/ Sonata 1600 2013,Plato,Embragues,240mm,,,0,88.73,99.38,69.21,77.51,101.37,24.33,107.33,32.20,5/1/23,
831,HD - 164,,Valeo,Hyundai Santa Fe 2.4/Sonata 1.6 2013<,Discos,Embragues,"240mm, 23d",,,0,71.98,80.62,56.14,62.88,82.23,19.74,87.07,26.12,5/1/23,
832,HDC - 69,,Valeo,Hyundai Santa Fe 4 WD / Kia Carens 04/,Plato,Embragues,225mm,,,0,51.03,57.15,39.80,44.58,58.30,13.99,61.73,18.52,5/1/23,
833,HDK - 209B,,Valeo,Hyundai Santa Fe CM 2.4L 2010/ Kia Sorento 2.4 10<,Kit ,Embragues,"240mm, 23d",,,0,220.4,246.85,171.91,192.54,251.78,60.43,266.60,79.98,5/1/23,
834,HDDK - 04,,Valeo,"Hyundai Santafe (CM) 2,4",Kit ,Embragues,,,,0,663.5685,743.20,517.58,579.69,758.06,181.93,802.65,240.80,5/1/23,
835,HDK - 005B,,Valeo,Hyundai Sonata 2.0,Kit ,Embragues,"215mm, 23d",,,0,93.54,104.76,72.96,81.72,106.86,25.65,113.15,33.94,5/1/23,
836,HDDK - 02,,Valeo,"Hyundai Sonata 2.0 ,  /13",Kit ,Embragues,"235mm, 23d",,,0,556.32,623.08,433.93,486.00,635.54,152.53,672.92,201.88,5/1/23,
837,HD - 06,,Valeo,Hyundai Sonata 88/2,Discos,Embragues,"225mm, 20d",,,0,42.2,47.26,32.92,36.87,48.21,11.57,51.05,15.31,5/1/23,
838,HDC - 06,,Valeo,Hyundai Sonata 88/2L,Plato,Embragues,225mm,,,0,35.77,40.06,27.90,31.25,40.86,9.81,43.27,12.98,5/1/23,
839,HDK - 074B,,Valeo,Hyundai Sorento Terracan 2.5,Kit ,Embragues,"225mm, 23d",,,0,130.19,145.81,101.55,113.73,148.73,35.69,157.48,47.24,5/1/23,
840,HDK - 188B,,Valeo,Hyundai Sorento Terracan 3.5 Gasolina,Kit ,Embragues,"240mm, 23d",,,0,195,218.40,152.10,170.35,222.77,53.46,235.87,70.76,5/1/23,
841,HDK - 058B,,Valeo,Hyundai Starex H1 2500 2.5T.,Kit ,Embragues,,,,0,98.79,110.64,77.06,86.30,112.86,27.09,119.50,35.85,5/1/23,
842,HD - 80,,Valeo,Hyundai Terracan 2.5 TCI,Discos,Embragues,"225mm, 23d",,,0,66.61,74.60,51.96,58.19,76.10,18.26,80.57,24.17,5/1/23,
843,HDC - 65,,Valeo,Hyundai Terracan 2.5 TCI,Plato,Embragues,225mm,,,0,42.91,48.06,33.47,37.49,49.02,11.76,51.90,15.57,5/1/23,
844,HD - 87,,Valeo,"Hyundai Terracan 3.5, Sorento 2.5",Discos,Embragues,"240mm, 23d",,,0,69.7,78.06,54.37,60.89,79.63,19.11,84.31,25.29,5/1/23,
845,HDC - 71,,Valeo,"Hyundai Terracan 3.5, Sorento 2.5",Plato,Embragues,240mm,,,0,79.52,89.06,62.03,69.47,90.84,21.80,96.19,28.86,5/1/23,
846,HD - 118,,Valeo,"Hyundai Tucson , Kia Sportage Active",Discos,Embragues,"235mm, 20d",,,0,52,58.24,40.56,45.43,59.40,14.26,62.90,18.87,5/1/23,
847,HDC - 89,,Valeo,Hyundai Tucson / Kia Sportage Active,Plato,Embragues,235mm,,,0,61.81,69.23,48.21,54.00,70.61,16.95,74.77,22.43,5/1/23,
848,HDK - 110B,,Valeo,Hyundai Tucson 05/Sportage Active/Kiat Rondo,Kit ,Embragues,"235mm, 20d",,,0,113.68,127.32,88.67,99.31,129.87,31.17,137.51,41.25,5/1/23,
849,HD - 119,,Valeo,Hyundai Tucson 2.0 CRDI 4x4 D4EA (DR),Discos,Embragues,"235mm, 20d",,,0,59.75,66.92,46.61,52.20,68.26,16.38,72.27,21.68,5/1/23,
850,HDK - 111B,,Valeo,Hyundai Tucson 2.0 CRDI 4x4 D4EA (DR),Kit ,Embragues,"235mm, 20d",,,0,136.93,153.36,106.81,119.62,156.43,37.54,165.63,49.69,5/1/23,
851,HDDK - 14,,Valeo,Hyundai Tucson iX,Kit ,Embragues,"235mm, 20d",,,0,510.91,572.22,398.51,446.33,583.66,140.08,618.00,185.40,5/1/23,
852,HDFW - 14B,,Valeo,Hyundai Tucson iX,Volante,Embragues,,,,0,340.92,381.83,265.92,297.83,389.47,93.47,412.38,123.71,5/1/23,
853,HDDK - 06,,Valeo,Hyundai Tucson IX - 25 Nuevo,Kit ,Embragues,"235mm, 20d",,,0,530.21,593.84,413.56,463.19,605.71,145.37,641.34,192.40,5/1/23,
854,HD - 161,,Valeo,Hyundai Tucson IX 2.0/ Sonata 2.0/ Sportage-R 2.0,Discos,Embragues,"235mm, 20d",,,0,44.42,49.75,34.65,38.81,50.75,12.18,53.73,16.12,5/1/23,
855,HDK - 223B,,Valeo,Hyundai Tucson iX 2014/ Kia Sportage R 15,Kit ,Embragues,"235mm, 20d",,,0,139.96,156.76,109.17,122.27,159.89,38.37,169.30,50.79,5/1/23,
856,HDC - 127,,Valeo,Hyundai Tucson iX 2014/ Kia Sportage R 15,Plato,Embragues,235mm,,,0,83.09,93.06,64.81,72.59,94.92,22.78,100.51,30.15,5/1/23,
857,HDK - 269B,,Valeo,"Hyundai Tucson iX, Kia Sportage 19 Europeo (Diesel)",Kit ,Embragues,,,,0,199.58,223.53,155.67,174.35,228.00,54.72,241.41,72.42,5/1/23,
858,HDK - 133B,,Valeo,Hyundai Tucson Kia Sportage 2.0 (resortes de caucho),Kit ,Embragues,"235mm, 20d",,,0,127.12,142.37,99.15,111.05,145.22,34.85,153.76,46.13,5/1/23,
859,HDC - 90,,Valeo,Hyundai Tucson WGT2.0 4*4   05,Plato,Embragues,,,,0,55.062,61.67,42.95,48.10,62.90,15.10,66.60,19.98,5/1/23,
860,HDK - 154B,,Valeo,"Hyundai Verna 1,6 / Matrix 1,6 / Getz 1,6 Reforzado",Kit ,Embragues,"215mm, 20d",,,0,82.39,92.28,64.26,71.98,94.12,22.59,99.66,29.90,5/1/23,
861,HDK - 260B,,Valeo,"Hyundai Verna 1,6/Matrix 1,6/ Getz 1,6 Reforzado",Kit ,Embragues,"215mm, 20d",,,0,88.69,99.33,69.18,77.48,101.32,24.32,107.28,32.18,5/1/23,
862,HDK - 152B,,Valeo,"Hyundai Verna 1,6/Matrix 1,6/ Getz 1,6/ Kia Xcite",Kit ,Embragues,"215mm,20d",,,0,79.73,89.30,62.19,69.65,91.08,21.86,96.44,28.93,5/1/23,
863,HD - 28,,Valeo,Hyundai Verna 1.5,Discos,Embragues,"200mm, 20d",,,0,35.175,39.40,27.44,30.73,40.18,9.64,42.55,12.76,5/1/23,
864,HDK - 036B,,Valeo,"Hyundai Verna 1.5, Mitsubishi Lancer G32B (Reforzado)",Kit ,Embragues,"200mm, 20d",,,0,91.03,101.95,71.00,79.52,103.99,24.96,110.11,33.03,5/1/23,
865,HDC - 05,,Valeo,Hyundai Verna 1.6 Getz 1.6 Matrix 1.6 Cerato Xcit,Plato,Embragues,215mm,,,0,35.9,40.21,28.00,31.36,41.01,9.84,43.42,13.03,5/1/23,
866,HDC - 75,,Valeo,Hyundai Verna 1.6 Getz 1.6 Matrix 1.6 Cerato Xcit,Plato,Embragues,215mm,,,0,37.77,42.30,29.46,33.00,43.15,10.36,45.69,13.71,5/1/23,
867,HDC - 04,,Valeo,Hyundai Verna 1.6 Stellar,Plato,Embragues,215mm,,,0,32.97,36.93,25.72,28.80,37.66,9.04,39.88,11.96,5/1/23,
868,SZ - 09,,Valeo,"Hyundai Verna 1.6, Getz 1,6 , Matrix 1,6 , Xcite",Discos,Embragues,"215mm, 20d",,,0,36.62,41.01,28.56,31.99,41.83,10.04,44.30,13.29,5/1/23,
869,MB - 11,,Valeo,"Hyundai Verna 1.6, Getz 1.6, Matrix 1.6 (REF)",Discos,Embragues,"215mm, 20d",,,0,43.56,48.79,33.98,38.05,49.76,11.94,52.69,15.81,5/1/23,
870,HD - 96,,Valeo,Hyundai Verna1.6 Getz1.6 Matrix1.6 (Sup.Reforz.),Discos,Embragues,,,,0,45.969,51.49,35.86,40.16,52.51,12.60,55.60,16.68,5/1/23,
871,CN - 35,,Valeo,Jac 1035 2.8L,Discos,Embragues,,,,0,96.79,108.40,75.50,84.56,110.57,26.54,117.08,35.12,5/1/23,
872,CNC - 35,,Valeo,Jac 1035 2.8L,Plato,Embragues,,,,0,87.35,97.83,68.13,76.31,99.79,23.95,105.66,31.70,5/1/23,
873,MB - 69,,Valeo,Jac 4GA3.C,Discos,Embragues,"225mm, 20d",,,0,59.7,66.86,46.57,52.15,68.20,16.37,72.21,21.66,5/1/23,
874,MTC - 60,,Valeo,Jac 4GA3.C,Plato,Embragues,225mm,,,0,76.78,85.99,59.89,67.08,87.71,21.05,92.87,27.86,5/1/23,
875,CN - 06,,Valeo,Jac Camion 2.8TDI HFC,Discos,Embragues,"275mm, 24d",,,0,71.3055,79.86,55.62,62.29,81.46,19.55,86.25,25.88,5/1/23,
876,CNC - 06,,Valeo,Jac Camion 2.8TDI HFC,Plato,Embragues,275mm,,,0,130.95,146.66,102.14,114.40,149.60,35.90,158.40,47.52,5/1/23,
877,DW - 52,,Valeo,Jac Foton Mod. 420,Discos,Embragues,"430mm, 10d",,,0,209.77,234.94,163.62,183.26,239.64,57.51,253.74,76.12,5/1/23,
878,VVC - 04,,Valeo,Jac Foton Mod. 420,Plato,Embragues,430mm,,,0,302.58,338.89,236.01,264.33,345.67,82.96,366.00,109.80,5/1/23,
879,CN - 14,,Valeo,Jac Star 4GB1,Discos,Embragues,"190mm, 17d",,,0,47.87,53.61,37.34,41.82,54.69,13.12,57.90,17.37,5/1/23,
880,CN - 63,,Valeo,Jac T6 4X2 2.0,Discos,Embragues,"230mm, 23d",,,0,58.54,65.56,45.66,51.14,66.88,16.05,70.81,21.24,5/1/23,
881,CNC - 63,,Valeo,Jac T6 4X2 2.0,Plato,Embragues,230mm,,,0,65.84,73.74,51.36,57.52,75.22,18.05,79.64,23.89,5/1/23,
882,1600200P3010,,Valeo,Jac T8 2.8 4X2,Discos,Embragues,,,,0,32.19,36.05,25.11,28.12,36.77,8.83,38.94,11.68,5/1/23,
883,1600100P3010,,Valeo,Jac T8 2.8 4X2,Plato,Embragues,,,,0,53.45,59.86,41.69,46.69,61.06,14.65,64.65,19.40,5/1/23,
884,1600200W5030,,Valeo,Jac T8 2.8 4X4,Discos,Embragues,,,,0,41.91,46.94,32.69,36.61,47.88,11.49,50.69,15.21,5/1/23,
885,1600100W5030,,Valeo,Jac T8 2.8 4X4,Plato,Embragues,,,,0,54.71,61.28,42.67,47.79,62.50,15.00,66.18,19.85,5/1/23,
886,CN - 03,,Valeo,Jac Veloce 1.5,Discos,Embragues,"190mm, 17d",,,0,35.3535,39.60,27.58,30.88,40.39,9.69,42.76,12.83,5/1/23,
887,ASC - 01,,Valeo,Kia Asia Towner,Plato,Embragues,172mm,,,0,23.92,26.79,18.66,20.90,27.33,6.56,28.93,8.68,5/1/23,
888,HDK - 165B,,Valeo,Kia Carens 2.0,Kit ,Embragues,"235mm, 20d",,,0,134,150.08,104.52,117.06,153.08,36.74,162.09,48.63,5/1/23,
889,HDC - 86,,Valeo,Kia Carnival 2.5H1 Gasolina,Plato,Embragues,240mm,,,0,39.375,44.10,30.71,34.40,44.98,10.80,47.63,14.29,5/1/23,
890,KD - 26,,Valeo,Kia Carnival J3 2.9 Diesel,Discos,Embragues,"260mm, 23d",,,0,30.7545,34.45,23.99,26.87,35.13,8.43,37.20,11.16,5/1/23,
891,KIC - 21,,Valeo,Kia Carnival J3 2.9 Diesel,Plato,Embragues,260mm,,,0,58.8,65.86,45.86,51.37,67.17,16.12,71.12,21.34,5/1/23,
892,KIK - 020,,Valeo,Kia Carnival J3 97/,Kit ,Embragues,,,,0,82.48,92.38,64.33,72.05,94.23,22.61,99.77,29.93,5/1/23,
893,HDK - 146B,,Valeo,"Kia Carnival Sorento 2.5 Gasolina , H1 Gasolina",Kit ,Embragues,"240mm, 23d",,,0,134.63,150.79,105.01,117.61,153.80,36.91,162.85,48.85,5/1/23,
894,HDK - 103B,,Valeo,Kia Cerato 1.6,Kit ,Embragues,"215mm, 20d",,,0,102.438,114.73,79.90,89.49,117.03,28.09,123.91,37.17,5/1/23,
895,HDC - 113,,Valeo,Kia Cerato Forte 2. 4 (gasolina),Plato,Embragues,235mm,,,0,88.98,99.66,69.40,77.73,101.65,24.40,107.63,32.29,5/1/23,
896,HD - 147,,Valeo,Kia Cerato Forte 2. 4 gasolina,Discos,Embragues,"235mm, 23d",,,0,71.8,80.42,56.00,62.72,82.02,19.69,86.85,26.05,5/1/23,
897,KIK - 033B,,Valeo,"Kia Cerato Forte 2.0 17/Hyundai Elant. 1.8 13, I30 2.0",Kit ,Embragues,"235mm, 20d",,,0,133.43,149.44,104.08,116.56,152.43,36.58,161.40,48.42,5/1/23,
898,HDK - 199B,,Valeo,Kia Cerato Forte 2.4 (Hivri) Diesl /Sonata 2.0 12<,Kit ,Embragues,"235mm, 23d",,,0,227.43,254.72,177.40,198.68,259.82,62.36,275.10,82.53,5/1/23,
899,KD - 37,,Valeo,"Kia Cerato Forte, Carens R 2.0 17/ Elantra 1.8 13",Discos,Embragues,"235mm, 20d",,,0,65.81,73.71,51.33,57.49,75.18,18.04,79.60,23.88,5/1/23,
900,KIC - 26,,Valeo,"Kia Cerato Forte, Carens R 2.0 17/ Elantra 1.8 13",Plato,Embragues,235mm,,,0,62.42,69.91,48.69,54.53,71.31,17.11,75.50,22.65,5/1/23,
901,KD - 87,,Valeo,Kia k-3500,Discos,Embragues,,,,0,63.78,71.43,49.75,55.72,72.86,17.49,77.15,23.14,5/1/23,
902,MZ - 17,,Valeo,Kia K-3500,Discos,Embragues,"260mm, 12d",,,0,45.6,51.07,35.57,39.84,52.09,12.50,55.16,16.55,5/1/23,
903,KIC - 05,,Valeo,Kia K-3500,Plato,Embragues,260mm,,,0,51.1875,57.33,39.93,44.72,58.48,14.03,61.92,18.57,5/1/23,
904,KIC - 07,,Valeo,Kia K-3500,Plato,Embragues,,,,0,58.14,65.12,45.35,50.79,66.42,15.94,70.33,21.10,5/1/23,
905,KD - 49,,Valeo,"Kia Picanto ""R""",Discos,Embragues,180mm,,,0,23.26,26.05,18.14,20.32,26.57,6.38,28.14,8.44,5/1/23,
906,KIK - 039,,Valeo,"Kia Picanto ""R""",Kit ,Embragues,"180mm, 24d",,,0,71.46,80.04,55.74,62.43,81.64,19.59,86.44,25.93,5/1/23,
907,KIC - 39,,Valeo,"Kia Picanto ""R""",Plato,Embragues,180mm,,,0,39.9,44.69,31.12,34.86,45.58,10.94,48.26,14.48,5/1/23,
908,KD - 20,,Valeo,Kia Pregio,Discos,Embragues,"240mm, 22d",,,0,43.81,49.07,34.17,38.27,50.05,12.01,52.99,15.90,5/1/23,
909,KIC - 18,,Valeo,Kia Pregio,Plato,Embragues,240mm,,,0,45.83,51.33,35.75,40.04,52.36,12.57,55.44,16.63,5/1/23,
910,KKD - 20P,,Valeo,Kia Pregio 2.7/3.0,Kit ,Embragues,"240mm, 22d",,,0,98.78,110.63,77.05,86.29,112.85,27.08,119.48,35.85,5/1/23,
911,KIK - 005B,,Valeo,Kia Pride/Ford Festiva,Kit ,Embragues,"180mm, 18d",,,0,59.12,66.21,46.11,51.65,67.54,16.21,71.51,21.45,5/1/23,
912,KD - 25,,Valeo,"Kia Rio , Accent 1.5 ,  Reforzado",Discos,Embragues,,,,0,24.1185,27.01,18.81,21.07,27.55,6.61,29.17,8.75,5/1/23,
913,MZK - 041B,,Valeo,Kia Rio I - II / Mazda Allegro,Kit ,Embragues,,,,0,57.17,64.03,44.59,49.94,65.31,15.67,69.15,20.75,5/1/23,
914,KD - 21,,Valeo,"Kia Rio I , Rio Stylus , Kia Spectra",Discos,Embragues,,,,0,23.14,25.92,18.05,20.22,26.44,6.34,27.99,8.40,5/1/23,
915,KIK - 016,,Valeo,"Kia Rio I , Rio Stylus , Kia Spectra",Kit ,Embragues,"200mm, 20d",,,0,66.68,74.68,52.01,58.25,76.18,18.28,80.66,24.20,5/1/23,
916,KIC - 20,,Valeo,Kia Rio III Spectra,Plato,Embragues,,,,0,28.182,31.56,21.98,24.62,32.20,7.73,34.09,10.23,5/1/23,
917,HDK - 289B,,Valeo,Kia Soluto Hyundai Verna 2020/ Kia Rio soluto 1.4,Kit ,Embragues,,,,0,71.82,80.44,56.02,62.74,82.05,19.69,86.87,26.06,5/1/23,
918,HD - 120,,Valeo,Kia Sorento 2.5 02/ (Diesel),Discos,Embragues,"254mm, 23d",,,0,45.96,51.48,35.85,40.15,52.50,12.60,55.59,16.68,5/1/23,
919,HDC - 91,,Valeo,Kia Sorento 2.5 02/ (Diesel),Plato,Embragues,254mm,,,0,160.7865,180.08,125.41,140.46,183.68,44.08,194.49,58.35,5/1/23,
920,HD - 154,,Valeo,Kia Soul,Discos,Embragues,"240mm, 20d",,,0,68.3655,76.57,53.33,59.72,78.10,18.74,82.69,24.81,5/1/23,
921,HDC - 117,,Valeo,Kia Soul 1. 6 Hyun. I 30 1. 6,Plato,Embragues,240mm,,,0,85.46,95.72,66.66,74.66,97.63,23.43,103.37,31.01,5/1/23,
922,KMZ - 14B,,Valeo,"Kia Sportage , Kia Carens 03/ Mazda B2200",Kit ,Embragues,"225mm, 22d",,,0,84.97,95.17,66.28,74.23,97.07,23.30,102.78,30.83,5/1/23,
923,MZ - 14,,Valeo,"Kia Sportage , Kia Carens 03/, Mazda B/2200",Discos,Embragues,"225mm, 22d",,,0,31.17,34.91,24.31,27.23,35.61,8.55,37.70,11.31,5/1/23,
924,KIC - 04,,Valeo,"Kia Sportage , Kia Carens 03/, Mazda B/2200",Plato,Embragues,225mm,,,0,39.99,44.79,31.19,34.94,45.68,10.96,48.37,14.51,5/1/23,
925,LD - 01,,Valeo,Lada,Discos,Embragues,,,,0,13.755,15.41,10.73,12.02,15.71,3.77,16.64,4.99,5/1/23,
926,LD - 03,,Valeo,Lada Samara,Discos,Embragues,,,,0,21.4095,23.98,16.70,18.70,24.46,5.87,25.90,7.77,5/1/23,
